OrderID,Date,CustomerID,ProductID,Region,Quantity,Revenue
11938,2024-03-21 18:00:00,C0370,P003,Quebec,2,558
11939,2024-03-21 19:00:00,C0334,P027,Manitoba,4,732
11940,2024-03-21 20:00:00,C0130,P041,Ontario,1,215
11941,2024-03-21 21:00:00,C0457,P035,BC,2,274
11942,2024-03-21 22:00:00,C0293,P028,BC,2,346
11943,2024-03-21 23:00:00,C0020,P006,BC,3,588
11944,2024-03-22 00:00:00,C0282,P006,Alberta,2,382
11945,2024-03-22 01:00:00,C0285,P044,Ontario,2,346
11946,2024-03-22 02:00:00,C0001,P023,Ontario,3,255
11947,2024-03-22 03:00:00,C0119,P033,Quebec,2,364
11948,2024-03-22 04:00:00,C0035,P016,Alberta,2,228
11949,2024-03-22 05:00:00,C0198,P024,Manitoba,1,216
11950,2024-03-22 06:00:00,C0485,P005,Ontario,2,420
11951,2024-03-22 07:00:00,C0245,P041,Alberta,3,603
11952,2024-03-22 08:00:00,C0059,P042,Alberta,3,588
11953,2024-03-22 09:00:00,C0325,P013,Ontario,1,248
11954,2024-03-22 10:00:00,C0161,P047,Quebec,3,222
11955,2024-03-22 11:00:00,C0497,P012,Alberta,3,579
11956,2024-03-22 12:00:00,C0179,P005,BC,3,678
11957,2024-03-22 13:00:00,C0206,P037,Alberta,2,196
11958,2024-03-22 14:00:00,C0012,P031,Manitoba,1,261
11959,2024-03-22 15:00:00,C0490,P028,Ontario,4,608
11960,2024-03-22 16:00:00,C0276,P028,Manitoba,1,140
11961,2024-03-22 17:00:00,C0181,P030,Quebec,1,99
11962,2024-03-22 18:00:00,C0242,P018,BC,1,67
11963,2024-03-22 19:00:00,C0216,P044,Ontario,4,476
11964,2024-03-22 20:00:00,C0251,P027,Alberta,4,904
11965,2024-03-22 21:00:00,C0299,P035,BC,3,528
11966,2024-03-22 22:00:00,C0126,P026,Alberta,2,312
11967,2024-03-22 23:00:00,C0482,P039,Quebec,3,384
11968,2024-03-23 00:00:00,C0217,P049,Ontario,3,624
11969,2024-03-23 01:00:00,C0306,P018,Quebec,4,520
11970,2024-03-23 02:00:00,C0285,P033,Quebec,3,600
11971,2024-03-23 03:00:00,C0185,P025,Quebec,3,540
11972,2024-03-23 04:00:00,C0039,P031,Quebec,4,872
11973,2024-03-23 05:00:00,C0223,P037,Alberta,1,67
11974,2024-03-23 06:00:00,C0184,P002,Manitoba,1,211
11975,2024-03-23 07:00:00,C0495,P033,Alberta,4,968
11976,2024-03-23 08:00:00,C0427,P039,BC,2,268
11977,2024-03-23 09:00:00,C0178,P043,Quebec,3,606
11978,2024-03-23 10:00:00,C0407,P043,BC,1,193
11979,2024-03-23 11:00:00,C0428,P032,Alberta,4,804
11980,2024-03-23 12:00:00,C0294,P018,Quebec,2,184
11981,2024-03-23 13:00:00,C0340,P017,Alberta,3,516
11982,2024-03-23 14:00:00,C0151,P034,Quebec,4,920
11983,2024-03-23 15:00:00,C0384,P039,Alberta,4,412
11984,2024-03-23 16:00:00,C0126,P007,Ontario,4,820
11985,2024-03-23 17:00:00,C0301,P042,Manitoba,3,744
11986,2024-03-23 18:00:00,C0308,P035,Manitoba,1,157
11987,2024-03-23 19:00:00,C0336,P030,Quebec,3,357
11988,2024-03-23 20:00:00,C0434,P012,Ontario,3,546
11989,2024-03-23 21:00:00,C0234,P035,BC,1,140
11990,2024-03-23 22:00:00,C0380,P011,Ontario,4,540
11991,2024-03-23 23:00:00,C0375,P044,Quebec,2,338
11992,2024-03-24 00:00:00,C0008,P004,Ontario,2,146
11993,2024-03-24 01:00:00,C0498,P025,BC,1,154
11994,2024-03-24 02:00:00,C0341,P048,Quebec,1,259
11995,2024-03-24 03:00:00,C0129,P032,Manitoba,4,792
11996,2024-03-24 04:00:00,C0264,P020,Ontario,2,292
11997,2024-03-24 05:00:00,C0157,P050,Manitoba,2,270
11998,2024-03-24 06:00:00,C0352,P031,Manitoba,4,1084
11999,2024-03-24 07:00:00,C0358,P004,Alberta,1,62
12000,2024-03-24 08:00:00,C0005,P038,BC,1,225
12001,2024-03-24 09:00:00,C0495,P047,Ontario,4,544
12002,2024-03-24 10:00:00,C0086,P001,Manitoba,1,208
12003,2024-03-24 11:00:00,C0175,P003,Manitoba,3,696
12004,2024-03-24 12:00:00,C0290,P037,BC,1,119
12005,2024-03-24 13:00:00,C0193,P022,Manitoba,3,444
12006,2024-03-24 14:00:00,C0311,P017,Manitoba,2,404
12007,2024-03-24 15:00:00,C0119,P014,Manitoba,2,462
12008,2024-03-24 16:00:00,C0218,P041,Manitoba,1,175
12009,2024-03-24 17:00:00,C0427,P035,Alberta,4,692
12010,2024-03-24 18:00:00,C0458,P013,Alberta,1,259
12011,2024-03-24 19:00:00,C0414,P035,Quebec,4,772
12012,2024-03-24 20:00:00,C0114,P043,Ontario,2,316
12013,2024-03-24 21:00:00,C0466,P002,BC,2,398
12014,2024-03-24 22:00:00,C0145,P047,Quebec,2,128
12015,2024-03-24 23:00:00,C0026,P013,Alberta,4,1020
12016,2024-03-25 00:00:00,C0136,P016,Alberta,4,480
12017,2024-03-25 01:00:00,C0303,P018,Alberta,2,252
12018,2024-03-25 02:00:00,C0232,P007,Quebec,1,189
12019,2024-03-25 03:00:00,C0369,P045,Alberta,4,868
12020,2024-03-25 04:00:00,C0076,P036,Quebec,3,318
12021,2024-03-25 05:00:00,C0475,P041,Alberta,2,446
12022,2024-03-25 06:00:00,C0328,P030,Manitoba,4,480
12023,2024-03-25 07:00:00,C0345,P042,Manitoba,2,414
12024,2024-03-25 08:00:00,C0302,P041,Ontario,3,477
12025,2024-03-25 09:00:00,C0452,P007,Alberta,1,216
12026,2024-03-25 10:00:00,C0289,P015,Ontario,3,228
12027,2024-03-25 11:00:00,C0001,P040,Quebec,1,135
12028,2024-03-25 12:00:00,C0147,P019,Ontario,1,82
12029,2024-03-25 13:00:00,C0287,P043,Alberta,4,852
12030,2024-03-25 14:00:00,C0464,P037,Quebec,1,104
12031,2024-03-25 15:00:00,C0142,P002,Quebec,1,159
12032,2024-03-25 16:00:00,C0053,P042,Manitoba,1,187
12033,2024-03-25 17:00:00,C0304,P048,Quebec,2,524
12034,2024-03-25 18:00:00,C0069,P013,Quebec,4,1020
12035,2024-03-25 19:00:00,C0361,P040,Ontario,4,712
12036,2024-03-25 20:00:00,C0090,P041,Quebec,1,194
12037,2024-03-25 21:00:00,C0446,P043,BC,2,430
12038,2024-03-25 22:00:00,C0220,P043,Manitoba,1,221
12039,2024-03-25 23:00:00,C0450,P031,Manitoba,4,1048
12040,2024-03-26 00:00:00,C0498,P016,Quebec,4,304
12041,2024-03-26 01:00:00,C0192,P042,Ontario,4,764
12042,2024-03-26 02:00:00,C0454,P044,Manitoba,4,632
12043,2024-03-26 03:00:00,C0063,P006,Manitoba,2,368
12044,2024-03-26 04:00:00,C0073,P028,BC,3,387
12045,2024-03-26 05:00:00,C0161,P032,Quebec,3,531
12046,2024-03-26 06:00:00,C0169,P044,Manitoba,2,350
12047,2024-03-26 07:00:00,C0089,P010,Manitoba,1,177
12048,2024-03-26 08:00:00,C0176,P050,Manitoba,4,508
12049,2024-03-26 09:00:00,C0269,P018,Manitoba,4,288
12050,2024-03-26 10:00:00,C0073,P004,Ontario,4,340
12051,2024-03-26 11:00:00,C0245,P009,Alberta,2,580
12052,2024-03-26 12:00:00,C0077,P007,BC,2,390
12053,2024-03-26 13:00:00,C0159,P050,Ontario,4,592
12054,2024-03-26 14:00:00,C0489,P008,BC,4,996
12055,2024-03-26 15:00:00,C0459,P043,Manitoba,1,162
12056,2024-03-26 16:00:00,C0324,P007,BC,3,543
12057,2024-03-26 17:00:00,C0098,P041,Quebec,2,324
12058,2024-03-26 18:00:00,C0381,P040,Quebec,3,600
12059,2024-03-26 19:00:00,C0102,P003,Alberta,4,944
12060,2024-03-26 20:00:00,C0494,P017,Alberta,3,612
12061,2024-03-26 21:00:00,C0132,P002,BC,3,612
12062,2024-03-26 22:00:00,C0102,P015,Ontario,2,264
12063,2024-03-26 23:00:00,C0019,P046,Ontario,2,478
12064,2024-03-27 00:00:00,C0454,P029,Manitoba,1,235
12065,2024-03-27 01:00:00,C0482,P050,Ontario,4,480
12066,2024-03-27 02:00:00,C0082,P048,Alberta,1,232
12067,2024-03-27 03:00:00,C0397,P022,Ontario,2,272
12068,2024-03-27 04:00:00,C0489,P004,Manitoba,1,130
12069,2024-03-27 05:00:00,C0279,P006,Quebec,3,567
12070,2024-03-27 06:00:00,C0339,P038,Ontario,3,549
12071,2024-03-27 07:00:00,C0365,P026,Ontario,2,302
12072,2024-03-27 08:00:00,C0331,P011,Alberta,3,441
12073,2024-03-27 09:00:00,C0129,P026,BC,4,496
12074,2024-03-27 10:00:00,C0344,P017,Quebec,2,426
12075,2024-03-27 11:00:00,C0310,P024,BC,4,684
12076,2024-03-27 12:00:00,C0455,P028,Manitoba,2,360
12077,2024-03-27 13:00:00,C0089,P035,Manitoba,2,332
12078,2024-03-27 14:00:00,C0213,P031,BC,3,720
12079,2024-03-27 15:00:00,C0143,P013,Alberta,2,504
12080,2024-03-27 16:00:00,C0065,P035,Alberta,2,262
12081,2024-03-27 17:00:00,C0076,P016,Alberta,1,89
12082,2024-03-27 18:00:00,C0199,P015,Quebec,3,255
12083,2024-03-27 19:00:00,C0143,P043,Manitoba,4,856
12084,2024-03-27 20:00:00,C0405,P018,Manitoba,2,152
12085,2024-03-27 21:00:00,C0403,P047,Manitoba,4,364
12086,2024-03-27 22:00:00,C0316,P037,Quebec,1,142
12087,2024-03-27 23:00:00,C0093,P048,Manitoba,2,558
12088,2024-03-28 00:00:00,C0473,P048,BC,4,1104
12089,2024-03-28 01:00:00,C0417,P049,Ontario,3,615
12090,2024-03-28 02:00:00,C0305,P041,Quebec,1,172
12091,2024-03-28 03:00:00,C0224,P027,Ontario,1,228
12092,2024-03-28 04:00:00,C0497,P035,BC,4,524
12093,2024-03-28 05:00:00,C0291,P045,Alberta,2,432
12094,2024-03-28 06:00:00,C0428,P035,Alberta,2,304
12095,2024-03-28 07:00:00,C0102,P028,Alberta,3,462
12096,2024-03-28 08:00:00,C0474,P039,Quebec,3,327
12097,2024-03-28 09:00:00,C0267,P038,Alberta,2,396
12098,2024-03-28 10:00:00,C0355,P009,Quebec,1,235
12099,2024-03-28 11:00:00,C0456,P012,Quebec,3,594
12100,2024-03-28 12:00:00,C0110,P015,Ontario,3,333
12101,2024-03-28 13:00:00,C0462,P021,Alberta,1,208
12102,2024-03-28 14:00:00,C0330,P035,Manitoba,2,314
12103,2024-03-28 15:00:00,C0450,P042,Alberta,4,832
12104,2024-03-28 16:00:00,C0430,P033,Alberta,3,555
12105,2024-03-28 17:00:00,C0265,P019,Alberta,1,95
12106,2024-03-28 18:00:00,C0003,P023,Manitoba,3,273
12107,2024-03-28 19:00:00,C0085,P013,Manitoba,1,196
12108,2024-03-28 20:00:00,C0282,P044,Quebec,3,432
12109,2024-03-28 21:00:00,C0328,P001,Manitoba,2,514
12110,2024-03-28 22:00:00,C0304,P029,Quebec,1,252
12111,2024-03-28 23:00:00,C0450,P024,Ontario,4,844
12112,2024-03-29 00:00:00,C0454,P016,Quebec,4,456
12113,2024-03-29 01:00:00,C0412,P025,Alberta,3,450
12114,2024-03-29 02:00:00,C0117,P023,BC,4,428
12115,2024-03-29 03:00:00,C0221,P028,BC,3,423
12116,2024-03-29 04:00:00,C0154,P047,Alberta,1,123
12117,2024-03-29 05:00:00,C0153,P016,Quebec,1,127
12118,2024-03-29 06:00:00,C0012,P043,Alberta,4,836
12119,2024-03-29 07:00:00,C0133,P038,Manitoba,4,704
12120,2024-03-29 08:00:00,C0482,P011,Quebec,2,198
12121,2024-03-29 09:00:00,C0304,P003,Alberta,1,220
12122,2024-03-29 10:00:00,C0293,P015,Manitoba,4,556
12123,2024-03-29 11:00:00,C0463,P001,Manitoba,4,1096
12124,2024-03-29 12:00:00,C0300,P007,Quebec,4,792
12125,2024-03-29 13:00:00,C0228,P001,Ontario,3,666
12126,2024-03-29 14:00:00,C0271,P049,Ontario,2,438
12127,2024-03-29 15:00:00,C0043,P032,Manitoba,1,199
12128,2024-03-29 16:00:00,C0432,P009,Ontario,4,1176
12129,2024-03-29 17:00:00,C0343,P029,Manitoba,4,1000
12130,2024-03-29 18:00:00,C0326,P026,Ontario,4,660
12131,2024-03-29 19:00:00,C0302,P023,Manitoba,3,405
12132,2024-03-29 20:00:00,C0498,P045,Manitoba,1,148
12133,2024-03-29 21:00:00,C0364,P043,Manitoba,4,640
12134,2024-03-29 22:00:00,C0379,P029,Manitoba,4,948
12135,2024-03-29 23:00:00,C0427,P038,BC,3,615
12136,2024-03-30 00:00:00,C0493,P033,Ontario,3,678
12137,2024-03-30 01:00:00,C0021,P007,Manitoba,2,438
12138,2024-03-30 02:00:00,C0407,P012,Alberta,2,308
12139,2024-03-30 03:00:00,C0107,P031,Quebec,1,234
12140,2024-03-30 04:00:00,C0336,P032,Alberta,2,396
12141,2024-03-30 05:00:00,C0303,P020,Alberta,1,163
12142,2024-03-30 06:00:00,C0117,P017,BC,2,460
12143,2024-03-30 07:00:00,C0124,P036,Ontario,4,288
12144,2024-03-30 08:00:00,C0399,P003,BC,2,434
12145,2024-03-30 09:00:00,C0281,P001,Ontario,4,864
12146,2024-03-30 10:00:00,C0292,P050,Manitoba,1,138
12147,2024-03-30 11:00:00,C0203,P027,BC,2,370
12148,2024-03-30 12:00:00,C0051,P047,Quebec,2,214
12149,2024-03-30 13:00:00,C0271,P040,Ontario,2,254
12150,2024-03-30 14:00:00,C0324,P033,BC,4,1012
12151,2024-03-30 15:00:00,C0277,P020,Quebec,4,640
12152,2024-03-30 16:00:00,C0141,P014,Alberta,2,456
12153,2024-03-30 17:00:00,C0470,P036,Manitoba,1,120
12154,2024-03-30 18:00:00,C0275,P005,Manitoba,4,880
12155,2024-03-30 19:00:00,C0290,P023,Alberta,3,285
12156,2024-03-30 20:00:00,C0334,P045,BC,1,173
12157,2024-03-30 21:00:00,C0381,P015,Alberta,1,103
12158,2024-03-30 22:00:00,C0452,P006,Quebec,1,240
12159,2024-03-30 23:00:00,C0496,P033,Ontario,4,944
12160,2024-03-31 00:00:00,C0373,P019,BC,2,198
12161,2024-03-31 01:00:00,C0052,P013,Ontario,2,538
12162,2024-03-31 02:00:00,C0494,P029,Alberta,3,669
12163,2024-03-31 03:00:00,C0027,P006,Manitoba,2,504
12164,2024-03-31 04:00:00,C0157,P015,Ontario,3,231
12165,2024-03-31 05:00:00,C0239,P016,Ontario,3,369
12166,2024-03-31 06:00:00,C0156,P024,Manitoba,2,372
12167,2024-03-31 07:00:00,C0291,P023,Ontario,3,168
12168,2024-03-31 08:00:00,C0136,P048,Ontario,1,264
12169,2024-03-31 09:00:00,C0144,P010,Manitoba,1,197
12170,2024-03-31 10:00:00,C0106,P041,Manitoba,1,212
12171,2024-03-31 11:00:00,C0420,P041,Alberta,4,776
12172,2024-03-31 12:00:00,C0158,P049,Alberta,3,654
12173,2024-03-31 13:00:00,C0146,P017,Ontario,3,564
12174,2024-03-31 14:00:00,C0002,P049,BC,1,168
12175,2024-03-31 15:00:00,C0433,P044,Alberta,4,492
12176,2024-03-31 16:00:00,C0077,P045,Alberta,2,374
12177,2024-03-31 17:00:00,C0132,P030,BC,1,71
12178,2024-03-31 18:00:00,C0090,P044,BC,4,452
12179,2024-03-31 19:00:00,C0345,P046,Manitoba,2,478
12180,2024-03-31 20:00:00,C0350,P010,Alberta,4,632
12181,2024-03-31 21:00:00,C0459,P019,Quebec,2,142
12182,2024-03-31 22:00:00,C0263,P029,Quebec,3,633
12183,2024-03-31 23:00:00,C0351,P002,Ontario,3,492
12184,2024-04-01 00:00:00,C0108,P036,Alberta,4,196
12185,2024-04-01 01:00:00,C0074,P019,Quebec,4,400
12186,2024-04-01 02:00:00,C0039,P007,Alberta,2,376
12187,2024-04-01 03:00:00,C0397,P026,Alberta,4,596
12188,2024-04-01 04:00:00,C0159,P015,Quebec,4,524
12189,2024-04-01 05:00:00,C0071,P047,Alberta,2,154
12190,2024-04-01 06:00:00,C0447,P038,BC,2,378
12191,2024-04-01 07:00:00,C0312,P003,Ontario,3,759
12192,2024-04-01 08:00:00,C0241,P038,Manitoba,1,191
12193,2024-04-01 09:00:00,C0426,P016,Quebec,4,412
12194,2024-04-01 10:00:00,C0445,P002,Manitoba,2,338
12195,2024-04-01 11:00:00,C0298,P031,Ontario,3,750
12196,2024-04-01 12:00:00,C0440,P028,BC,1,179
12197,2024-04-01 13:00:00,C0036,P007,BC,4,788
12198,2024-04-01 14:00:00,C0084,P030,BC,3,375
12199,2024-04-01 15:00:00,C0452,P043,BC,1,192
12200,2024-04-01 16:00:00,C0374,P007,Quebec,4,864
12201,2024-04-01 17:00:00,C0263,P036,Quebec,3,168
12202,2024-04-01 18:00:00,C0310,P029,Alberta,4,828
12203,2024-04-01 19:00:00,C0385,P024,Alberta,1,206
12204,2024-04-01 20:00:00,C0172,P039,Ontario,2,272
12205,2024-04-01 21:00:00,C0376,P004,Alberta,3,417
12206,2024-04-01 22:00:00,C0173,P029,Ontario,1,249
12207,2024-04-01 23:00:00,C0362,P044,Ontario,4,536
12208,2024-04-02 00:00:00,C0047,P005,Ontario,1,212
12209,2024-04-02 01:00:00,C0379,P029,BC,1,202
12210,2024-04-02 02:00:00,C0141,P030,Manitoba,2,156
12211,2024-04-02 03:00:00,C0375,P029,Manitoba,3,672
12212,2024-04-02 04:00:00,C0406,P026,Quebec,1,125
12213,2024-04-02 05:00:00,C0118,P019,Ontario,2,240
12214,2024-04-02 06:00:00,C0277,P026,BC,2,330
12215,2024-04-02 07:00:00,C0214,P037,Alberta,2,146
12216,2024-04-02 08:00:00,C0220,P027,Alberta,4,708
12217,2024-04-02 09:00:00,C0393,P030,Quebec,2,238
12218,2024-04-02 10:00:00,C0026,P030,Quebec,2,198
12219,2024-04-02 11:00:00,C0009,P003,Ontario,2,412
12220,2024-04-02 12:00:00,C0271,P043,Ontario,2,434
12221,2024-04-02 13:00:00,C0010,P007,Alberta,3,441
12222,2024-04-02 14:00:00,C0472,P049,Alberta,3,534
12223,2024-04-02 15:00:00,C0378,P009,Alberta,2,440
12224,2024-04-02 16:00:00,C0121,P041,Alberta,1,212
12225,2024-04-02 17:00:00,C0125,P042,Manitoba,4,764
12226,2024-04-02 18:00:00,C0170,P013,Ontario,1,198
12227,2024-04-02 19:00:00,C0072,P015,Ontario,1,82
12228,2024-04-02 20:00:00,C0152,P005,Alberta,2,478
12229,2024-04-02 21:00:00,C0208,P029,BC,1,234
12230,2024-04-02 22:00:00,C0049,P035,Alberta,3,543
12231,2024-04-02 23:00:00,C0154,P027,Quebec,3,474
12232,2024-04-03 00:00:00,C0347,P027,BC,4,876
12233,2024-04-03 01:00:00,C0293,P008,Quebec,3,585
12234,2024-04-03 02:00:00,C0068,P032,BC,3,465
12235,2024-04-03 03:00:00,C0050,P020,Quebec,2,390
12236,2024-04-03 04:00:00,C0152,P010,Alberta,3,600
12237,2024-04-03 05:00:00,C0019,P013,Alberta,1,217
12238,2024-04-03 06:00:00,C0100,P029,BC,1,255
12239,2024-04-03 07:00:00,C0060,P035,Quebec,3,546
12240,2024-04-03 08:00:00,C0167,P008,Manitoba,4,872
12241,2024-04-03 09:00:00,C0202,P029,BC,4,948
12242,2024-04-03 10:00:00,C0345,P031,BC,4,1060
12243,2024-04-03 11:00:00,C0146,P041,Ontario,3,648
12244,2024-04-03 12:00:00,C0403,P030,BC,4,352
12245,2024-04-03 13:00:00,C0164,P022,Manitoba,3,240
12246,2024-04-03 14:00:00,C0458,P021,Alberta,1,198
12247,2024-04-03 15:00:00,C0481,P012,Quebec,4,552
12248,2024-04-03 16:00:00,C0439,P011,Ontario,4,464
12249,2024-04-03 17:00:00,C0242,P002,Quebec,4,848
12250,2024-04-03 18:00:00,C0069,P050,Alberta,1,113
12251,2024-04-03 19:00:00,C0175,P041,BC,3,450
12252,2024-04-03 20:00:00,C0049,P002,Manitoba,1,206
12253,2024-04-03 21:00:00,C0483,P034,Ontario,1,228
12254,2024-04-03 22:00:00,C0108,P003,Manitoba,2,444
12255,2024-04-03 23:00:00,C0226,P016,Manitoba,4,272
12256,2024-04-04 00:00:00,C0161,P004,Manitoba,3,387
12257,2024-04-04 01:00:00,C0119,P023,Manitoba,3,312
12258,2024-04-04 02:00:00,C0149,P050,Alberta,2,334
12259,2024-04-04 03:00:00,C0465,P020,Manitoba,2,308
12260,2024-04-04 04:00:00,C0150,P025,Manitoba,1,153
12261,2024-04-04 05:00:00,C0432,P030,Alberta,2,158
12262,2024-04-04 06:00:00,C0293,P018,Quebec,3,183
12263,2024-04-04 07:00:00,C0143,P042,Alberta,3,618
12264,2024-04-04 08:00:00,C0419,P011,BC,3,258
12265,2024-04-04 09:00:00,C0476,P029,Alberta,1,183
12266,2024-04-04 10:00:00,C0455,P017,Quebec,4,772
12267,2024-04-04 11:00:00,C0160,P026,BC,4,508
12268,2024-04-04 12:00:00,C0011,P023,BC,1,81
12269,2024-04-04 13:00:00,C0138,P048,Ontario,3,831
12270,2024-04-04 14:00:00,C0457,P020,Manitoba,3,597
12271,2024-04-04 15:00:00,C0078,P045,BC,1,217
12272,2024-04-04 16:00:00,C0077,P002,BC,1,163
12273,2024-04-04 17:00:00,C0441,P024,Quebec,2,354
12274,2024-04-04 18:00:00,C0254,P031,BC,1,221
12275,2024-04-04 19:00:00,C0409,P027,Quebec,4,696
12276,2024-04-04 20:00:00,C0258,P002,Manitoba,1,211
12277,2024-04-04 21:00:00,C0320,P014,Ontario,3,588
12278,2024-04-04 22:00:00,C0291,P004,Ontario,3,207
12279,2024-04-04 23:00:00,C0263,P049,Manitoba,3,600
12280,2024-04-05 00:00:00,C0085,P013,Manitoba,4,1072
12281,2024-04-05 01:00:00,C0146,P036,Alberta,4,300
12282,2024-04-05 02:00:00,C0323,P035,BC,2,312
12283,2024-04-05 03:00:00,C0042,P044,BC,1,169
12284,2024-04-05 04:00:00,C0374,P008,BC,2,484
12285,2024-04-05 05:00:00,C0125,P002,Quebec,1,180
12286,2024-04-05 06:00:00,C0167,P006,Alberta,1,233
12287,2024-04-05 07:00:00,C0425,P031,BC,4,904
12288,2024-04-05 08:00:00,C0241,P010,Quebec,3,453
12289,2024-04-05 09:00:00,C0459,P044,Quebec,1,138
12290,2024-04-05 10:00:00,C0487,P021,Ontario,4,588
12291,2024-04-05 11:00:00,C0280,P042,Quebec,2,408
12292,2024-04-05 12:00:00,C0188,P010,Manitoba,3,603
12293,2024-04-05 13:00:00,C0302,P023,Quebec,2,264
12294,2024-04-05 14:00:00,C0019,P003,Manitoba,2,562
12295,2024-04-05 15:00:00,C0068,P032,Manitoba,4,796
12296,2024-04-05 16:00:00,C0218,P020,Ontario,3,429
12297,2024-04-05 17:00:00,C0102,P010,Ontario,1,216
12298,2024-04-05 18:00:00,C0042,P029,Quebec,2,494
12299,2024-04-05 19:00:00,C0288,P041,Ontario,1,155
12300,2024-04-05 20:00:00,C0167,P046,Ontario,3,732
12301,2024-04-05 21:00:00,C0109,P034,BC,4,884
12302,2024-04-05 22:00:00,C0494,P037,Quebec,4,324
12303,2024-04-05 23:00:00,C0036,P020,Quebec,4,852
12304,2024-04-06 00:00:00,C0232,P008,Quebec,1,230
12305,2024-04-06 01:00:00,C0229,P007,Ontario,1,180
12306,2024-04-06 02:00:00,C0353,P006,Ontario,3,549
12307,2024-04-06 03:00:00,C0164,P011,Manitoba,1,96
12308,2024-04-06 04:00:00,C0387,P044,Alberta,4,716
12309,2024-04-06 05:00:00,C0073,P018,Alberta,2,124
12310,2024-04-06 06:00:00,C0136,P042,Alberta,2,368
12311,2024-04-06 07:00:00,C0353,P029,BC,2,418
12312,2024-04-06 08:00:00,C0379,P025,Ontario,4,672
12313,2024-04-06 09:00:00,C0070,P021,Manitoba,1,196
12314,2024-04-06 10:00:00,C0425,P046,Manitoba,2,398
12315,2024-04-06 11:00:00,C0487,P003,Alberta,1,227
12316,2024-04-06 12:00:00,C0196,P018,BC,1,124
12317,2024-04-06 13:00:00,C0269,P024,BC,4,892
12318,2024-04-06 14:00:00,C0049,P047,Alberta,1,68
12319,2024-04-06 15:00:00,C0316,P038,Alberta,1,232
12320,2024-04-06 16:00:00,C0130,P010,Ontario,4,744
12321,2024-04-06 17:00:00,C0444,P027,BC,3,474
12322,2024-04-06 18:00:00,C0005,P012,Manitoba,2,426
12323,2024-04-06 19:00:00,C0428,P007,Alberta,2,332
12324,2024-04-06 20:00:00,C0027,P017,Ontario,1,153
12325,2024-04-06 21:00:00,C0160,P001,Manitoba,3,669
12326,2024-04-06 22:00:00,C0149,P050,BC,4,408
12327,2024-04-06 23:00:00,C0264,P026,Alberta,1,168
12328,2024-04-07 00:00:00,C0230,P015,Alberta,4,384
12329,2024-04-07 01:00:00,C0200,P033,Ontario,2,440
12330,2024-04-07 02:00:00,C0050,P037,Ontario,4,392
12331,2024-04-07 03:00:00,C0067,P047,BC,2,190
12332,2024-04-07 04:00:00,C0300,P031,Alberta,4,1144
12333,2024-04-07 05:00:00,C0381,P035,Ontario,4,544
12334,2024-04-07 06:00:00,C0058,P001,Alberta,3,819
12335,2024-04-07 07:00:00,C0259,P008,BC,4,1068
12336,2024-04-07 08:00:00,C0342,P012,Alberta,1,155
12337,2024-04-07 09:00:00,C0326,P019,Manitoba,3,249
12338,2024-04-07 10:00:00,C0130,P025,Alberta,1,134
12339,2024-04-07 11:00:00,C0215,P032,Quebec,4,592
12340,2024-04-07 12:00:00,C0172,P012,Quebec,4,796
12341,2024-04-07 13:00:00,C0258,P013,BC,3,765
12342,2024-04-07 14:00:00,C0102,P028,BC,2,382
12343,2024-04-07 15:00:00,C0209,P001,BC,3,714
12344,2024-04-07 16:00:00,C0291,P006,Manitoba,2,434
12345,2024-04-07 17:00:00,C0354,P008,Manitoba,2,406
12346,2024-04-07 18:00:00,C0471,P004,Alberta,4,252
12347,2024-04-07 19:00:00,C0286,P005,Ontario,1,225
12348,2024-04-07 20:00:00,C0116,P025,Quebec,3,510
12349,2024-04-07 21:00:00,C0264,P022,Quebec,3,306
12350,2024-04-07 22:00:00,C0150,P028,Quebec,4,660
12351,2024-04-07 23:00:00,C0300,P039,Alberta,4,432
12352,2024-04-08 00:00:00,C0442,P023,Alberta,3,264
12353,2024-04-08 01:00:00,C0036,P004,BC,3,252
12354,2024-04-08 02:00:00,C0453,P004,Ontario,1,111
12355,2024-04-08 03:00:00,C0333,P047,BC,4,320
12356,2024-04-08 04:00:00,C0477,P021,Alberta,1,194
12357,2024-04-08 05:00:00,C0287,P037,Manitoba,4,276
12358,2024-04-08 06:00:00,C0303,P041,BC,4,816
12359,2024-04-08 07:00:00,C0311,P002,Alberta,1,214
12360,2024-04-08 08:00:00,C0208,P007,Alberta,2,348
12361,2024-04-08 09:00:00,C0106,P049,Manitoba,2,458
12362,2024-04-08 10:00:00,C0446,P016,Manitoba,2,218
12363,2024-04-08 11:00:00,C0158,P017,Manitoba,4,840
12364,2024-04-08 12:00:00,C0121,P020,Ontario,1,150
12365,2024-04-08 13:00:00,C0055,P023,Alberta,2,234
12366,2024-04-08 14:00:00,C0400,P034,Manitoba,3,696
12367,2024-04-08 15:00:00,C0012,P011,Ontario,2,300
12368,2024-04-08 16:00:00,C0145,P034,Quebec,1,188
12369,2024-04-08 17:00:00,C0400,P033,Quebec,4,796
12370,2024-04-08 18:00:00,C0396,P026,Quebec,1,187
12371,2024-04-08 19:00:00,C0136,P002,Alberta,4,704
12372,2024-04-08 20:00:00,C0468,P023,Ontario,1,68
12373,2024-04-08 21:00:00,C0003,P041,Ontario,1,220
12374,2024-04-08 22:00:00,C0144,P022,Quebec,3,435
